id,brewery_id,name,cat_id,style_id,style_id_II,abv,descript
4007,11,Adnams Fisherman,3,33,American-Style Amber/Red Ale,4.5,"The Winter seasonal from Adnams, Fisherman is described as an old ale. If your local pub has the good sense to serve cask beer, look for Fisherman on draught from January through March.

Clean and refreshing yet dark and mysterious, Fisherman is a deep coppery red, conjuring roasted nuts and dark chocolate, with a lingering taste of liquorice and dried fruits."
4008,11,Adnams Tally Ho,3,35,American-Style Barley Wine Ale,7.5,"The original winter warmer, Tally-Ho is actually a barley wine brewed to a nineteenth century recipe. It's sweet; it's heart-warming; it's rich - but watch out, it's got a kick like a drayman's horse!"
4010,265,Stella Artois,8,95,American-Style Lager,5.199999809,"Stella Artois was first brewed as a Christmas beer in leuven. It was named Stella from the star of Christmas, and Artois after Sebastian Artois, founder of the brewery. It's brewed to perfection using the original Stella Artois yeast and the celebrated Saaz hops. It's the optimum premium lager, with it's full flavour and clean crisp taste."
4013,459,Indian Brown Ale,3,38,American-Style Brown Ale,7.199999809,"A cross between a Scotch Ale, an I.P.A., and an American Brown, this beer is well-hopped and malty at the same time. It is brewed with Aromatic barley and caramelized brown sugar."
4014,459,Shelter Pale Ale,3,26,American-Style Pale Ale,5,"This is our original brew and our most approachable beer. It's brewed with a premium barley and whole-leaf Glacial & Warrior hops. Our Shelter Pale Ale has a fine malt backbone and a slightly nutty flavor. A versatile, quaffable beer. The Shelter Pale Ale is available exclusively in the Mid-Atlantic region."
4015,459,Chicory Stout,3,42,American-Style Stout,5.199999809,"A dark beer made with a touch of roasted chicory, organic Mexican coffee, St. John's Wort, and licorice root. Brewed with whole-leaf Cascade and Fuggles hops, the grains include pale, roasted & oatmeal."
4016,850,Ipswich IPA,3,31,American-Style India Pale Ale,6.300000191,"Our IPA is an unfiltered cross between an English and American IPA, with a strong, dry bitterness balanced with a slight malty sweetness. A mixture of first-rate U.S. and Belgian malts, combined with English roasted barley and highly hopped with Cascade and Warrior hops make our IPA a brewery favorite."
4017,850,Ipswich Original Ale,3,26,American-Style Pale Ale,5.400000095,"Named one of the World's Ten Best Beers by Wine Spectator Magazine, Ipswich Ale has satisfied discerning craft beer drinkers since 1991. A North Shore classic, Ipswich Ale is a medium-bodied, unfiltered English style pale ale with subtle hoppiness and a smooth malty flavor."
4018,850,Ipswich Oatmeal Stout,1,21,Oatmeal Stout,7,"Deep, rich, and malty with hints of chocolate and coffee. It's what espresso would be if it had the gumption to be beer. We use three different hop additions, specially selected crystal malts, roasted barley, and oatmeal to give it a soft and silky mouth feel. Makes a great dessert. Or meal."
4019,850,Ipswich Dark Ale,3,38,American-Style Brown Ale,6.300000191,"Rich in color and bold in taste, our U.S. style Brown Ale combines roasted malt with two additions of specialty selected hops to produce a well-balanced ale with a satisfying finish."
4020,850,Ipswich Nut Brown,3,38,American-Style Brown Ale,5.5,"A smooth, hoppy brown ale, full-bodied with caramel and chocolate malt flavors."
4021,850,Ipswich Porter,2,25,Porter,5.900000095,"Named due to it's popularity with London railroad porters, it's known for its dark, rich, and roasty notes."
4022,850,Ipswich Summer,3,37,Golden or Blonde Ale,4.900000095,"A light-bodied, unfiltered Blonde ale that retains the bold flavors typical of an Ipswich Ale, our Summer Ale is light enough for a hot summer day and can satisfy even the most scorching thirst."
4023,850,Ipswich Harvest,3,33,American-Style Amber/Red Ale,6.900000095,"Highly regarded among hop-lovers, our Harvest Ale is a balanced and flavorful autumnal offering, to be enjoyed during the cool, crisp days of fall. We use a darker Caramunich malt and just a touch of chocolate malt along with a blend of Warrior, Ahtanum, and Columbus hops."
4024,850,Ipswich Winter,1,13,Old Ale,6.199999809,"A British style Old Ale perfect for easing the cold winter months, our Winter Ale offers a malt selection with hints of fig and chocolate, creating the perfect cozy balance of hops and malt."
4026,1316,Gold Coast Blonde Ale,3,37,Golden or Blonde Ale,4.400000095,"Gold Coast Blonde is light in malt and hops and of course, golden in color. A great choice if you're looking for true American beer flavor with a bit more malt than a light beer has to offer."
4027,1316,Firehouse ESB,1,5,Extra Special Bitter,5.5,"A Silver Medal winner at the 2005 Great 
American Beer Festival in the Bitter category, our 
Extra Special Bitter (ESB) is a medium-bodied ale 
highly hopped and loaded with flavor."
4028,1316,Honey-Raspberry Ale,5,70,Belgian-Style Fruit Lambic,4.400000095,"This easy drinking beer is made with pale and 
Munich malts, wheat, honey and fresh raspberry puree. Honey Raspberry Ale is refreshing and mildly sweet."
4029,1316,American Wheat,11,116,Light American Wheat Ale or Lager,4.699999809,"A Silver Medal Winner in the American Hefenweizen category at the 2004 Great American Beer Festival, our American Wheat has a crisp and refreshing flavor."
4030,1316,Dundee Scotch Ale,1,15,Scotch Ale,6.5,"Our Dundee Scotch Ale begins with a traditional 
sweetness and finishes with a full, malty flavor. Don't be fooled by the dark color-this beer is delicious and surprisingly easy to drink."
4031,1316,O! Gold Light Beer,8,96,American-Style Light Lager,3.799999952,"Our lightest beer has all of the great attributes of a light American lager with the unmatched freshness and taste only a local brew pub like Upstream can offer. If you like great tasting beer, O! Gold is the beer for you."
4032,1316,Capitol Premium Pale Ale,3,26,American-Style Pale Ale,5,"Our English-style pale ale is a medium-bodied 
amber beer. Light, malty flavors combine with aromatic 
hops for a beer that is thirst quenching and easy 
to drink. One of our most popular beers."
4033,1316,India Pale Ale,3,31,American-Style India Pale Ale,6.300000191,"Our India Pale Ale is a full-bodied, golden-colored ale that is exceptionally refreshing. The 'Double' refers to the beer's huge hop character and malt base that give this beer its great complexity."
4034,1316,Blackstone Stout,3,42,American-Style Stout,4.400000095,"Bold with a soft finish, our darkest beer has plenty of malt flavor with undertones of coffee and chocolate. The addition of oatmeal to the brew adds extra smoothness and a thick creamy head."
4038,1173,Phin & Matt's Extroidinary Ale,3,26,American-Style Pale Ale,5.599999905,"After sampling a wide array of great beers, the duo hit upon an idea.  ""I've got it!"" exclaimed Matt, ""we'll use vast amounts of whole hops, the finest malt, and put a little love in each batch.""  ""Eureka!"" shouted Phin.  And thus became a beer so fresh and tasty they had to put their names on it."
4039,1173,Southern Tier IPA,3,31,American-Style India Pale Ale,6.5,"IPA stands for India Pale Ale and ours is an American version of the classic style.  IPA's namesake lies in its colonial roots.  British soldiers on their way to India drank a lot of beer, but found it would go stale on the long voyages.  Meanwhile, brewers knew that by adding more hops the beer would stay fresh.  Voila!  A new style was born and it is one we are proud to brew.  Southern Tier IPA is triple-hopped on its journey to your glass for a fully aromatic experience."
4040,540,Double Dog Double Pale Ale,3,32,Imperial or Double India Pale Ale,11.5,"Back by popular demand, our original ""Wild Dog Release"" is back, and this time it's for good. Double Dog Double Pale Ale is a generously hopped ale with a deep red color and pours with a nice frothy head. The abundance of hops will conjure some provocative aromas with hints of raisins and citrus."
4041,1086,Blind Pig IPA,3,31,American-Style India Pale Ale,6,"Blind Pig IPA was originally brewed by Vinnie at Blind Pig Brewing Co. in Temecula CA. Inspired by the original Blind Pig IPA, this beer is loaded with hop character but only has 6.0% ABV."
4043,1307,Don De Dieu,5,61,Belgian-Style Tripel,9,"Don de Dieu displays an appealing orange-golden hue with a stable, creamy head of foam. Its fruity, malty and yeasty flavor is quickly succeeded by a palate-warming finish of roasted nuts and spices.

This smooth, exceptionally strong triple wheat
ale offers a complex flavor that is slightly
fruity, malty, nutty and yeasty, with a hint of 
unfiltered sake."
4044,1307,Maudite,5,66,Belgian-Style Dark Strong Ale,8,"Maudite has a deep amber-red color with a rocky foam head and an appealing aroma of wild spices and floral hop notes.  It is spicy, vinous, and deliciously complex with a crisp hop finish.


The robust maltiness and  spiciness of our
amber-red ale is counterbalanced by an
assertive hop finish, offering a distinctive
flavor that is cognac-like in complexity."
4045,1307,Trois Pistoles,3,29,Dark American-Belgo-Style Ale,9,"Trois Pistoles has a dark brown color topped with a rich foam mousse.
Its slightly sweet taste is enhanced by accents of roasted malt, cocoa, ripe fruit and dark spices with a smooth finish like an old port.

Brewed with four selected malts and four
exotic spices, Trois Pistoles beckons with a
subtle sweetness that makes it surprisingly
smooth and satisfying for a beer of such strength and complexity."
4046,771,Celtic Rose,2,22,Irish-Style Red Ale,5,Our version of the traditional Irish Amber Ale. This beer combines the richness of German and Austrian malts with the delicate and spicy British hops for a taste worthy of the Red Rose City.
4048,157,Samuel Adams White Ale,5,67,Belgian-Style White,0,"Spicy yet smooth. Brewed with 10 exotic spices.
This beer's roots are in Belgium, and the classic Wit biers produced by Belgium's brewers. The style gets its name from the white, milky appearance of this unfiltered wheat ale. The brewers of Samuel Adams beer, taking inspiration from the Belgians, have created a classic of their own. On the malt side, we use malted two row Pale barley, malted wheat, and Munich malt to give this beer a crisp, malty, cereal finish and smooth mouth feel. The hops used are Noble Tettnang Tettnanger hops. At the end of the kettle boil, we add a proprietary spice blend to give Samuel Adams White Ale a unique and complex flavor, without being overpowering or cloying. The spice blend includes orange and lemon peel, dried plum, grains of paradise, coriander, anise, hibiscus, rose hips, tamarind, and vanilla. It is this special blend of spices that gives Samuel Adams White Ale its unique character, complexity and refreshing drinkability. The beer is coarse filtered, leaving a white haze from the malt proteins. Our proprietary top fermenting ale yeast ferments the beer, imparting its signature character - bright and slightly fruity."
4049,157,Sam Adams Light,8,96,American-Style Light Lager,0,"Great tasting yet drinkable, with a clean smooth finish.  Sam Adams Light is not just a lighter version of our Samuel Adams Boston Lager but rather the culmination of over two years of tireless research and brewing trials to create a flavorful Light beer. And it has proved to be worth the wait. Brewed using only the finest two row malt and German Noble hops it has a smooth, complex roasted malt character that is superbly balanced with the subtle orange fruit notes of the Noble hops. Sam Adams Light finishes crisp and smooth without any lingering bitterness, leaving you yearning for more."
4051,157,Samuel Adams Holiday Porter,2,25,Porter,5.800000191,"A Traditional, British style. Robust and full bodied.  Introduced as a member of the Winter Classics Mix Pack in 2004, Samuel Adams Holiday Porter with its rich malt complexity has become a favorite among our winter seasonal brews. In total, five varieties of malted barley are used in the brewing process including a variety of German malt called Carafa. The Carafa gives our Holiday Porter its smooth, roasted malt character. Add generous portions of imported hops to the mix and one has a brew that is both robust and high in drinkability."
4052,157,Samuel Adams Cherry Wheat,1,10,English-Style Pale Mild Ale,0,"Ale brewed with Cherries, crisp and fruity with a hint of honey.  Samuel Adams Cherry Wheat follows the centuries old American tradition of brewing beer with native ingredients, in this case Michigan cherries as well as a touch of honey. The sweet fruitiness of the cherries is balanced against the crisp, cereal note from the malted wheat and the subtle citrus flavor from the Noble hops. The end result is a sweet, refreshing beer that is light on the palate but long on complexity."
4053,551,8th Street Ale,1,4,Special Bitter or Best Bitter,4.5,"Now In Bottles!! Our award winning 8th Street Ale is based on an English-style ""Best Bitter"" which is the most common ale served in British pubs. What makes 8th Street Ale uncommon is its mellow bitterness and its slightly sweet malt flavor. It's aroma is derived from rare, imported Kentish hops, and lots of them.
Alcohol content approximately 4.5% by volume (ALWAYS ON TAP!!)"
4054,960,Arthur's English Old Ale,1,13,Old Ale,7.199999809,A big malty ale brewed in the style of English Old Ales. Deep ruby in color and lightly bittered with a big malty backbone.
4055,551,Kilt Lifter  Scottish-Style Ale,1,15,Scotch Ale,6,"Our award-winning Flagship ale is now in bottles!! This is an ale made in the tradition of the great strong ales of Scotland. Amber colored, malty sweet with underlying note of smokiness. 

Alcohol content approximately 6.0% by volume (ALWAYS ON TAP!!)"
4056,551,Hefeweizen,4,50,South German-Style Hefeweizen,5,"This is a Bavarian ale which uses 51% wheat malt in the recipe. Very low bitterness. It is unfiltered so the characteristic cloudiness is achieved. The haze comes from suspended yeast. Hefe-Weizen literally means ""yeast-wheat."" The aroma is reminiscent of cloves and banana and is put out by the yeast. While some of this aroma carries over to the flavor, the dominant flavor is the malty wheat. 

Alcohol content approximately 5.0% by volume (ALWAYS ON TAP!!)"
4057,551,Hop Knot IPA,3,31,American-Style India Pale Ale,6,"Our Hop Knot IPA is made only from American malt and lots of American hops, which produce a big, broad-shouldered, hoppy beer backed up by a character as warm as, well, Mom and apple pie... 

Hop Knot IPA get its peculiar name from the weaving of four different hops added at four separate times during the brewing process. Including our cavernous hop-back, which gets so stuffed with whole leaf hops that we feel genuine guilt for its excess. Hop Knot is an ale that is to be enjoyed with friends, spicy food or any time you need a good hop fix without the harsh bitterness. We hope you enjoy this pioneering beer made in the bold spirit of Americans everywhere. 

Alcohol content approximately 6.0% by volume (ALWAYS ON TAP!!)"
4059,551,The Raj India Pale Ale,3,31,American-Style India Pale Ale,6.900000095,"A strong India Pale Ale that is marked by intense hop flavor and high hop bitterness. This style of beer needed the high hop and alcohol to survive the trip around Africa. Medium to light body and very bitter. 

Alcohol content approximately 6.9% by volume (ALWAYS ON TAP!!)"
4060,551,Oatmeal Stout,1,21,Oatmeal Stout,5,"Our Oatmeal Stout is definitely a local favorite but it gets its origins from one of London's oldest breweries. The Oatmeal Stout differs from the popular Irish stout in its more subtle roastiness and subdued dryness. The addition of flaked oats rounds out these sometimes harsh characteristics producing a velvet smooth ale. This black stout has a flavor profile unique to all of North America. Subtlety is not a strong point as it is a stout after all, rich and eminently drinkable. 

Alcohol content of approximately 5.0% by volume (ALWAYS ON TAP!!)"
4061,551,Arizona Peach,5,70,Belgian-Style Fruit Lambic,4,"The dominating character of this beer is of course peach flavor and aroma. It is a little more subtle than most fruit beers which makes it more approachable. Light in body and color. 

Alcohol content of approximately 4.0% by volume (ALWAYS ON TAP!!)"
4062,551,Abbey Normal Ale,5,72,Other Belgian-Style Ales,0,A Belgian Double Abbey.
4063,551,American-Style Brown Ale,3,38,American-Style Brown Ale,5,Leroy's BIG Brother. Sweet floral hop aroma balances out the big malty roasted body with the slightest bitter spiced-chocolate finish. A very untraditional hopping technique gives this beer a unique character significantly more robust than our traditional Leroy Brown Ale. The beer weighs in at 5.0% alc./vol. Cheers!!
4064,551,Alt Ball and Chain,4,57,German-Style Brown Ale/Altbier,5.199999809,"This beer was brewed in honor of our brewer Melissa's wedding to fellow brewer Derek Osbourne of B.J.'s in Chandler. The Alt Ball and Chain is a German Altbier. These beers are generally full-bodied with sweet malt flavor. The crispness, dry finish, and moderate hop aroma make an alt a great beer for summertime enjoyment. Our Alt has been lagering in our cellar for two weeks and contains 5.2% abv."
4065,551,Barrel-Aged Blind Date Ale,5,72,Other Belgian-Style Ales,7.5,"This is the old tried and true Blind Date Ale of old. It is based on an English Olde Ale but has an addition of 300 pounds of Arizona grown Medjool dates. The dates contribute a complexity and sweetness that the malt alone cannot. This Blind Date has been aged for three months in Jim Beam oak bourbon barrels. The oak and bourbon lend flavors of vanilla, wood, and of course, bourbon. These flavors layered with the dates created a big, multi-leveled ale. The alcohol content is about 7.5% alc/vol. You'll have to get to Four Peaks quick since we only have a few kegs of this unique beer."
4066,551,Belgian Wit,5,67,Belgian-Style White,0,"Belgian Wits originated in Belgium, in the area of Brabant just east of Brussels. This are was a part of the Netherlands in the early 1800's and was the wheat growing region. In this era, the Dutch basically controlled the spice trade, thus, coriander as well as Curacao orange peel made its way into the beer. Spices were used well before the widespread use of hops in beer. At one point there were more than thirty breweries producing a Wit, but overtime the style died off and in 1954 the last of the breweries ceased operations. One of the most famous brands of Belgian Wits is Hoegaarden (pronounced ""Who Garden"") produced by Pierre Celis back in 1966. This revived the style and by the 1980's it was popular again!

Belgian Wits are similar to a Hefeweizen with respect to the cloudiness of the beer and some phenolic (clove) and tart flavors. Wits should have white, rocky head when poured and should be almost white in appearance, hence the name. 

You will smell oranges and coriander which is different than a Hefeweizen that smells of banana and clove. Our version of a Belgian Wit is called ""Hoof - Hearted Wit,"" and it is brewed to style with dried bitter and sweet orange peel and coriander seeds."
4068,551,Black Betty Schwartzbier,7,86,German-Style Schwarzbier,5,"This almost black lager originates from Germany and is most closely associated with Porter. The difference being the long maturation period (or lagering time) required to produce a true Schwartzbier. The flavor is reminiscent of treacle, coffee and toasted malt. It is not and should not be perceived as burnt or ashy like some stouts. Black Betty has 5% alc/vol and a smooth character that marks most lager beers.

The name, of course, comes from the Huddy Ledbetter song from the 1940's which was made popular by the band Ram Jam and later by the Black Crows and U2, among others."
4069,551,Caulfield's Rye,11,119,American Rye Ale or Lager,4.900000095,"Our rye beer is made with 20% flaked rye and rye malt. The addition of rye creates a dry, spicy flavor with a crisp, grainy aroma. We went with a lighter color and lower bitterness to compliment these flavors. It has an alcohol content of around 4.9%."
4071,1173,Raspberry Wheat,11,116,Light American Wheat Ale or Lager,4.5,"A golden wheat beer brewed with the finest North American malted barley and wheat.  It's then lightly hopped with the choicest European varieties.  The smooth, crisp golden wheat beer is then finished with a hint of rasberry.  Enjoy this beer any time of the year."
4072,378,Chimay Premiere (Chimay Red),5,60,Belgian-Style Dubbel,7,"First sold in 75 cl (25.4 fl.oz.) bottles, it is noted for its coppery colour which makes it particularly attractive.

Topped with a creamy head, it gives off a light, fruity apricot aroma produced by the fermentation. The taste perceived in the mouth is a balance confirming the fruity nuances noticed in the fragrance. 

Its taste, which imparts a silky sensation to the tongue, is made refreshing by a light touch of bitterness. To the palate, the taster perceives a pleasant astringency which complements the flavour qualities of this beer very harmoniously.

This top fermented Trappist beer, refermented in the bottle, is not pasteurised."
4073,378,Chimay Triple (Chimay White),5,61,Belgian-Style Tripel,8,"Named Cinq Cents in 75 cl (25.4 fl.oz.) bottles, this beer with its typical golden colour, its slightly hazy appearance and its fine head is especially characterised by its aroma which results from an agreeable combination of fresh hops and yeast. 

The beer's flavour, as sensed in the mouth, comes from the smell of hops: above all it is the fruity notes of muscat and raisins that give this beer a particularly attractive aroma. 

The aroma complements the touch of bitterness. There is no acidity, but an after-bitterness which melts in the mouth.

This top fermented Trappist beer, refermented in the bottle, is not pasteurised."
4074,157,Samuel Adams Cream Stout,3,42,American-Style Stout,0,"The Cappucino of beers. Roasty, smooth and sweet.
Samuel Adams Cream Stout is a true cream stout, balancing body and sweetness with the natural spiciness of grain and hand selected English hops. Our Brewers use generous portions of roasted chocolate and caramel malts as well as unroasted barley to impart a fullness of body, a roasty malt character and rich, creamy head. Its dark mahogany color make it almost as easy on the eyes as it is on the palate."
4075,157,Samuel Adams Hefeweizen,4,50,South German-Style Hefeweizen,0,"Unfiltered wheat ale, fruity, bright, with a crisp flavor of wheat.  Samuel Adams Hefeweizen beer is a traditional spin on a classic American craft brewing style. The brewers of Samuel Adams used both malted and unmalted wheat, and two row Pale barley for a clean malty, cereal note. This bright, fruity wheat ale is unfiltered, retaining a natural haze from malt proteins, crisp, bright flavors of wheat, and fresh, fruity ester complexity from our proprietary ale yeast. Accentuated with Noble Spalt-Spalter hops, Samuel Adams Hefeweizen has an elegant and pleasant bitterness, finishing smooth and clean."
4076,157,Samuel Adams Brown Ale,3,38,American-Style Brown Ale,5.349999905,"rk in color yet medium bodied. Rich and smooth.
Samuel Adams Brown Ale is a study in flavor, body, and style. Supported by an interesting blend of malts, it shines with a deep mahogany luster. The roasted malt blend is complex and deep as well, with notes of biscuit, nut and caramel. The hops are imported from Europe; Noble Spalt from Germany and citrusy Goldings, a traditional British ale hop selected from a single farm in East Kent. With moderate hop bitterness, a deep malt body, and a fruity ale fermentation character, Samuel Adams Brown Ale satisfies the soul and doesn"
4077,157,Samuel Adams Honey Porter,2,25,Porter,0,"A dark, full flavored English porter with Scottish heather honey.  Samuel Adams Honey Porter is a full-flavored, full-bodied English porter with a substantial roasted malt character, offering a smooth, rounded finish. This beer is brewed with traditional English Ale hops and is dry-hopped with East Kent Goldings, known for their spicy aroma and distinctive, earthy flavor. We brew Honey Porter with Scottish heather honey which balances the spiciness of the hops.

This brew is the perfect complement to glazed ham, spicy chili, and roasted vegetables like beets and carrots, which bring out the herbal notes found in the hops and the sweetness of the honey. Samuel Adams Honey Porter also pairs well with rich desserts such as baklava and molasses cookies."
4078,157,Samuel Adams Irish Red,2,22,Irish-Style Red Ale,0,"Malty and slightly sweet, balanced by earthy notes from the hops.  The gentle rain and fertile soil of Ireland helped inspire this style of ale, known for being remarkably balanced. Pale and Caramel malts give the beer its rich, deep red color and distinctive caramel flavor. The sweetness of the malt is pleasantly balanced by a pronounced hop bitterness and an earthy note from the East Kent Goldings hops. Samuel Adams Irish Red finishes smooth and leaves you wanting to take another sip."
4079,17,Alaskan Amber,1,13,Old Ale,5.300000191,"Alt. The name of this beer style comes from the German word ""alt"" meaning ""old"". This refers to the aging that alts undergo since they ferment more slowly and at colder temperatures than most ales. Slow fermentation helps condition the flavors in Alaskan Amber, contributing to its overall balance and smoothness.

Richly malty and long on the palate, with just enough hop backing to make this beautiful amber colored ""alt"" style beer notably well balanced.

Alaskan Amber is made from glacier-fed water and a generous blend of the finest quality European and Pacific Northwest hop varieties and premium two-row pale and specialty malts.  Our water originates in the 1,500 square-mile Juneau Ice Field and the more than 90 inches of rainfall we receive each year."
4080,17,Alaskan Pale,3,37,Golden or Blonde Ale,5.199999809,"Golden Ale. A blonde, lighter bodied beer with a floral aroma and a crisp, hoppy finish that's not bitter. The hop character of Alaskan Pale is due to dry hopping by hand during the fermentation process.

A clean, softly malted body with a hint of citrus overtones, followed by a hop-accented dry, crisp finish.

Alaskan Pale is made from glacier-fed water and a generous blend or European and Pacific Northwest hop varieties and premium two-row pale and specialty malts. Our water originates in the 1,500 square-mile Juneau Ice Field and the more than 90 inches or rainfall we receive each year."
4081,17,Alaskan Stout,1,21,Oatmeal Stout,5.699999809,"Oatmeal Stout. The origins of Oatmeal Stout go back hundreds of years when oats were added to Stouts to promote a healthier image than other beers available during that time period.

The unique blend of the oats and malts in Alaskan Stout produce a balanced, smooth beer with hints of coffee and caramel.

Alaskan Stout is made from glacier-fed water and a generous belnd of European and Pacific Northwest hop varieties and premium two-row and specialty malts. Our water originates in the 1,500 square-mile Juneau Ice Field and the from the more than 90 inches of rainfall Juneau receives each year."
4082,17,Alaskan ESB,1,5,Extra Special Bitter,5,"Extra Special Bitter Ale. Alaskan ESB is darker and hoppier and is brewed and fermented at different temperatures than our popular Alt-style Amber. It has an exquisite copper color derived from Crystal malt and an aggressive, yet pleasant hop character.

Malty with roasted overtones, Alaskan ESB has a crisp finish resulting from the use of premium Northwest hops.

Alaskan ESB is made from glacier-fed water and a generous blend of the finest quality European and Pacific Northwest hop varieties and premium two-row and specialty malts. Our water originates in the 1,500 square-mile Juneau Ice Field and from the more than 90 inches of rainfall we receive each year."
4083,17,Alaskan IPA,3,31,American-Style India Pale Ale,6.199999809,"India Pale Ales are characterized by intense hop flavor and aroma accompanied by higher alcohol content. This style possesses medium maltiness and body while also being crisp and dry. Citrus flavors and aromas are moderate to very strong.

Alaskan IPA is honey gold in color with a fruity, citrus aroma. An enticing blend of hops and our dry hopping process, in which hops are added directly to tanks during fermentation, give this brew a very intense, complex aromatic character with a refreshing hop finish.

Alaskan IPA is made from glacier-fed water and a generous blend of the finest quality European and Pacific Northwest hop varieties and premium two-row and specialty malts. Our water originates in the 1,500-square-mile Juneau Ice Field and from more than 90 inches of rainfall each year."
4084,17,Alaskan Smoked Porter,2,25,Porter,6.5,"Smoked Beer. Known as ""rauchbier"" in Germany, smoke-flavored beers were virtually unknown in the U.S. until Alaskan Smoked Porter was developed in 1988.

The dark, robust body and pronounced smoky flavor of this limited edition beer make it an adventuresome taste experience. Alaskan Smoked porter is produced in limited ""vintages"" each year and unlike most beers, may be aged in the bottle much like fine wine.

Water, five types of malt, 2 varieties of hops and yeast with no adjuncts, no preservatives and no pasteurization. Our glacier-fed water originates in the 1,500 square-mile Juneau Ice Field. Prior to brewing, selected malts are smoked in small batches under carefully controlled conditions in a commercial food smoker using local alder wood."
4085,17,Winter Ale,11,141,Winter Warmer,6.400000095,"English Olde Ale. Traditionally malty with the warming sensation of alcohol, Olde Ales are brewed in the fall as winter warmers.

Brewed in the style of an English Olde Ale, this ale balances the sweet heady aroma of spruce tips with the clean crisp finish of noble hops. Its malty richness is complemented by the warming sensation of alcohol.

Alaskan Winter is made from glacier-fed water, Sitka spruce tips and a generous blend of the finest quality European and Pacific Northwest hop varieties and specialty malts. Our water originates in the 1,500-square-mile Juneau Ice Field and from the more than 90 inches of rainfall we receive each year."
4087,17,Alaskan Barley Wine Ale,3,35,American-Style Barley Wine Ale,10.39999962,"Alaskan Barley Wine is produced in small batches each year. Typically this higher alcohol beverage is brewed in the spring, cellared in the tunnels of the Alaska-Juneau Gold Mine for the summer and retrieved in time for its release at the Great Alaska Beer and Barley Wine Festival in January. The cool tunnels of the mine shaft provide natural refrigeration and a prime environment for the aging process. 

Like a fine wine, Alaskan Barley Wine can be aged for years. The bottling of the 2007 vintage of Alaskan Barley Wine will allow individuals to age it to their liking. 'We figured we'd leave it up to individuals as to how long to age their Alaskan Barley Wine,' said Quality Assurance Analyst Ryan Harvey. 'Some people like barley wines fresh, and others store it for years.'"
4090,858,Kodiak Brown Nut Brown Ale,3,38,American-Style Brown Ale,5,"Rugged yet smooth, Kodiak Brown Ale balances caramel and roasted malts with enticing Northwest hops. Inspired by the adventurous spirit readily found in Alaska, Kodiak Brown Ale invites you to take the road less traveled. Like true Alaskans, we are not afraid of the dark."
4091,858,Arctic Rhino Coffee Porter,2,25,Porter,5,"Inspired by local artist & roaster Michael Allen's eccentricly-named blend of coffee beans, Midnight Sun's brewers designed a beer recipe and infusion process that perfectly captures the alluring aroma, satisfying flavor and curious legend of Allen's Arctic Rhino Coffee. 

Arctic Rhino Coffee Porter combines two quintessential Pacific Northwest favorites: coffee and ale. The result is wonderfully romantic and robust--a duel-fueled porter that melds charismatic dark malt with freshly roasted coffee beans. The (un)rest is up to you."
4093,858,Panty Peeler Tripel,5,61,Belgian-Style Tripel,8.5,"Free spirited Panty Peeler pours rambunctiously into your glass, releasing its engaging aroma. Curacao (bitter) orange peel and coriander create a beautiful yet bolder tripel by infusing color, citrus and spice. Belgian yeast adds playful character. Bottle conditioning assures a perfectly heady experience.

Brewed as a Belgian tripel but with American boldness, Panty Peeler is delicious yet spirited. Originally named Extreme Polar White Bier, it got nicknamed ""Panty Peeler"" along the way. Then we translated it to French for a while: E'pluche-culotte. Now we're back to calling it Panty Peeler and we've kicked up the coriander and orange peel to represent its original design.

Availability:
AK - 22-oz bottles (year-round) and draft (on occasion)
OR - 22-oz bottles (year-round)"
4094,858,La Maitresse du Moine,3,29,Dark American-Belgo-Style Ale,9,"Dark and strong as the style implies, La Maitresse du Moine dances across the palate with complexity and mystery--just as the Northern Lights move across the night sky, delighting the senses and enlightening the mind.

In the tradition of monks who have devoutly brewed beers of character and strength for centuries, La Maitresse du Moine Dark Strong Ale reflects the passion and dedication required to create a beer this heavenly. This Mistress of the Monk is seductive, pensive and intriguing. We say it in French: La Maitresse du Moine."
4096,858,CoHoHo Imperial IPA,3,32,Imperial or Double India Pale Ale,8,"When the loveable ""hopheads"" at Humpy's Great Alaskan Alehouse requested a winter version of alehouse favorite Sockeye Red IPA, our brewers instinctively spawned CoHoHo Imperial IPA.

CoHoHo begins with generous measures of pale two-row and specialty malts along with spirit-boosters like maple syrup, brown sugar and honey. Hefty doses of Cascade, Centennial and Simcoe hops beautifully balance that outrageous malt bill and heighten the festive character of this exuberant beer."
4097,858,Meltdown Double IPA,3,32,Imperial or Double India Pale Ale,8,"The days are long but the season is short. So what gives? Sleep! After doing more before midnight than most Outsiders do in a week, Alaskans deserve some down time. And these moments of relaxation demand more than that ordinary, non-distinct lawn mower beer. Celebrate a day well done with a beer done well-a seriously delicious IPA with some scorchin' hops. 

Our new seasonal double IPA is designed to keep you incredibly hopped up spring through summer."
